"486","Jar, Glass","5sp",,"Alchemist","DD","0",,
"487","Lens, Magnifying","5gp",,"Alchemist","DD","0",,
"488","Mortar & Pestle","2gp",,"Alchemist","DD","0",,
"489","Perfume (1 oz)","1gp",,"Alchemist","DD","0",,
"490","Pipe Tobacco","1gp",,"Alchemist","DD","0",,
"491","Pipe, Corncob","1cp",,"Alchemist","DD","0",,
"492","Tube, Glass","3sp",,"Alchemist","DD","0",,
"493","Tweezers","5sp",,"Alchemist","DD","0",,
"494","Vial, Ceramic","1gp",,"Alchemist","DD","0",,
"495","Vial, Crystal","4gp",,"Alchemist","DD","0",,
"496","Vial, Metal","3gp",,"Alchemist","DD","0",,
"497","Belladonna (oz)","4sp",,"Alchemist","DD","0",,
"498","Feverfew (oz)","5cp",,"Alchemist","DD","0",,
"499","Garlic","4cp",,"Alchemist","DD","0",,
"500","Hollyhock (oz)","4cp",,"Alchemist","DD","0",,
"501","Rue (oz)","3sp",,"Alchemist","DD","0",,
"502","Sage (oz)","4cp",,"Alchemist","DD","0",,
"503","Spiderwort (oz)","2sp",,"Alchemist","DD","0",,
"504","Wolfsbane (oz)","8sp",,"Alchemist","DD","0",,
"505","Yarrow (oz)","4cp",,"Alchemist","DD","0",,
"506","Box, Iron, Large","28gp",,"Blacksmith","DD","0",,
"507","Box, Iron, Small","9gp",,"Blacksmith","DD","0",,
"508","Bucket, Iron","8sp",,"Blacksmith","DD","0",,
"509","Barding, Chain","250gp",,"Blacksmith","DD","0",,
"510","Barding, Plate","500gp",,"Blacksmith","DD","0",,
"511","Banded Mail Armor","90gp",,"Blacksmith","DD","0",,
"512","Chain Mail Armor","75gp",,"Blacksmith","DD","0",,
"513","Helmet, Great","15gp",,"Blacksmith","DD","0",,
"514","Helmet, Small","10gp",,"Blacksmith","DD","0",,
"515","Plate Mail Armor","400gp",,"Blacksmith","DD","0",,
"516","Ring Mail Armor","30gp",,"Blacksmith","DD","0",,
"517","Scale Mail Armor","45gp",,"Blacksmith","DD","0",,
"518","Shield, Large","15gp",,"Blacksmith","DD","0",,
"519","Shield, Small","10gp",,"Blacksmith","DD","0",,
"520","Splint Mail Armor","80gp",,"Blacksmith","DD","0",,
"521","Axe, Battle","5gp",,"Blacksmith","DD","0",,
"522","Axe, Hand","1gp",,"Blacksmith","DD","0",,
"523","Axe, Throwing","1gp",,"Blacksmith","DD","0",,
"524","Bardiche","7gp",,"Blacksmith","DD","0",,
"525","Bec De Corbin","6gp",,"Blacksmith","DD","0",,
"526","Bill-Guisarme","6gp",,"Blacksmith","DD","0",,
"527","Daggar & Scabbard","2gp",,"Blacksmith","DD","0",,
"528","Fauchard","3gp",,"Blacksmith","DD","0",,
"529","Fauchard - Fork","8gp",,"Blacksmith","DD","0",,
"530","Flail, Footman","3gp",,"Blacksmith","DD","0",,
"531","Flail, Horseman","8gp",,"Blacksmith","DD","0",,
"532","Fork, Military","4gp",,"Blacksmith","DD","0",,
"533","Glaive","6gp",,"Blacksmith","DD","0",,
"534","Glaive-Guisarme","10gp",,"Blacksmith","DD","0",,
"535","Guisarme","5gp",,"Blacksmith","DD","0",,
"536","Guisarme-Voulge","7gp",,"Blacksmith","DD","0",,
"537","Halberd","9gp",,"Blacksmith","DD","0",,
"538","Hammer, Lucern","7gp",,"Blacksmith","DD","0",,
"539","Hammer","1gp",,"Blacksmith","DD","0",,
"540","Javelin","10sp",,"Blacksmith","DD","0",,
"541","Lance","6gp",,"Blacksmith","DD","0",,
"542","Mace, Footman","8gp",,"Blacksmith","DD","0",,
"543","Mace, Horseman","4gp",,"Blacksmith","DD","0",,
"544","Morning Star","5gp",,"Blacksmith","DD","0",,
"545","Partisan","10gp",,"Blacksmith","DD","0",,
"546","Pick, Military, Footman","8gp",,"Blacksmith","DD","0",,
"547","Pick, Military, Horseman","5gp",,"Blacksmith","DD","0",,
"548","Pike, Awl","3gp",,"Blacksmith","DD","0",,
"549","Ranseur","4gp",,"Blacksmith","DD","0",,
"550","Scimitar","15gp",,"Blacksmith","DD","0",,
"551","Spear","1gp",,"Blacksmith","DD","0",,
"552","Spetum","3gp",,"Blacksmith","DD","0",,
"553","Sword, Bastard & Scabbard","25gp",,"Blacksmith","DD","0",,
"554","Sword, Long & Scabbard","15gp",,"Blacksmith","DD","0",,
"555","Sword, Short & Scabbard","8gp",,"Blacksmith","DD","0",,
"556","Sword, Two-Handed & Scabbard","30gp",,"Blacksmith","DD","0",,
"557","Sword, Broad & Scabbard","10gp",,"Blacksmith","DD","0",,
"558","Trident","4gp",,"Blacksmith","DD","0",,
"559","Voulge","2gp",,"Blacksmith","DD","0",,
"560","Bell, Cow","3gp",,"Stables","DD","0",,
"561","Bird Cage","5gp",,"Stables","DD","0",,
"562","Chicken","3cp",,"Stables","DD","0",,
"563","Cow, Beef","8gp",,"Stables","DD","0",,
"564","Cow, Milk","7ep",,"Stables","DD","0",,
"565","Dog, Guard","25gp",,"Stables","DD","0",,
"566","Dog, Hunting","17gp",,"Stables","DD","0",,
"567","Donkey","8gp",,"Stables","DD","0",,
"568","Goat","1gp",,"Stables","DD","0",,
"569","Grain, Horse","1sp",,"Stables","DD","0",,
"570","Harness","12sp",,"Stables","DD","0",,
"571","Hawk, Large","40gp",,"Stables","DD","0",,
"572","Hawk, Small","18gp",,"Stables","DD","0",,
"573","Horse, Draft","30gp",,"Stables","DD","0",,
"574","Horse, Riding","40gp",,"Stables","DD","0",,
"575","Horse, War, Heavy","500gp",,"Stables","DD","0",,
"576","Horse, War, Light","200gp",,"Stables","DD","0",,
"577","Horse, War, Medium","350gp",,"Stables","DD","0",,
"578","Mule","18gp",,"Stables","DD","0",,
"579","Ox","15gp",,"Stables","DD","0",,
"580","Pig","3gp",,"Stables","DD","0",,
"581","Pig, Hog","4gp",,"Stables","DD","0",,
"582","Pigeon","2cp",,"Stables","DD","0",,
"583","Piglet","1gp",,"Stables","DD","0",,
"584","Pony","12gp",,"Stables","DD","0",,
"585","Reins, Bit & Bridle","2gp",,"Stables","DD","0",,
"586","Sheep","2gp",,"Stables","DD","0",,
"587","Songbird","4cp",,"Stables","DD","0",,
"588","Stabling (per day)","5sp",,"Stables","DD","0",,
"589","Barrel, Wooden","2gp",,"Carpenter","DD","0",,
"590","Box, Wooden, Large","6gp",,"Carpenter","DD","0",,
"591","Box, Wooden, Small","1gp",,"Carpenter","DD","0",,
"592","Bucket, Wooden","3sp",,"Carpenter","DD","0",,
"593","Cask","5sp",,"Carpenter","DD","0",,
"594","Chest, Wooden, Large","2gp",,"Carpenter","DD","0",,
"595","Chest, Wooden, Small","2ep",,"Carpenter","DD","0",,
"596","Barge, Small","50gp",,"Carpenter","DD","0",,
"597","Boat, Long","150gp",,"Carpenter","DD","0",,
"598","Boat, River","4,000gp",,"Carpenter","DD","0",,
"599","Boat, Sailing","2,000gp",,"Carpenter","DD","0",,
"600","Boat, Small","75gp",,"Carpenter","DD","0",,
"601","Canoe","55gp",,"Carpenter","DD","0",,
"602","Cart","50gp",,"Carpenter","DD","0",,
"603","Galley, Large","25,000gp",,"Carpenter","DD","0",,
"604","Galley, Small","10,000gp",,"Carpenter","DD","0",,
"605","Horse, Cart","15gp",,"Carpenter","DD","0",,
"606","Lifeboat","800gp",,"Carpenter","DD","0",,
"607","Raft","50gp",,"Carpenter","DD","0",,
"608","Ship, Merchant, Large","15,000gp",,"Carpenter","DD","0",,
"609","Ship, Merchant, Small","5,000gp",,"Carpenter","DD","0",,
"610","Ship, War","20,000gp",,"Carpenter","DD","0",,
"611","Wagon","150gp",,"Carpenter","DD","0",,
"612","Wagon, Large","250gp",,"Carpenter","DD","0",,
"613","Wagon, Small","100gp",,"Carpenter","DD","0",,
"614","Shield, Small, Wooden","1gp",,"Carpenter","DD","0",,
"615","Bracer, Leather (archery)","8sp",,"Leatherworker","DD","0",,
"616","Flask, Leather","3cp",,"Leatherworker","DD","0",,
"617","Scrollcase, Leather","1gp",,"Leatherworker","DD","0",,
"618","Strap, Leather (3 ft)","10sp",,"Leatherworker","DD","0",,
"619","Belt, Leather","4sp",,"Leatherworker","DD","0",,
"620","Belt, Leather, Wide","6sp",,"Leatherworker","DD","0",,
"621","Boots, Heavy","2gp",,"Leatherworker","DD","0",,
"622","Boots, High, Hard","2gp",,"Leatherworker","DD","0",,
"623","Boots, High, Soft","1gp",,"Leatherworker","DD","0",,
"624","Boots, Low, Hard","1gp",,"Leatherworker","DD","0",,
"625","Boots, Low, Soft","1sp",,"Leatherworker","DD","0",,
"626","Boots, Soft","1gp",,"Leatherworker","DD","0",,
"627","Cap, Leather","4sp",,"Leatherworker","DD","0",,
"628","Gloves, Leather","8sp",,"Leatherworker","DD","0",,
"629","Backpack, Leather","2gp",,"Leatherworker","DD","0",,
"630","Bag, Leather, Large","15cp",,"Leatherworker","DD","0",,
"631","Bag, Leather, Medium","11cp",,"Leatherworker","DD","0",,
"632","Bag, Leather, Small","7cp",,"Leatherworker","DD","0",,
"633","Pouch, Belt, Large","4sp",,"Leatherworker","DD","0",,
"634","Pouch, Belt, Small","2sp",,"Leatherworker","DD","0",,
"635","Satchel","1gp",,"Leatherworker","DD","0",,
"636","Barding, Leather","100gp",,"Leatherworker","DD","0",,
"637","Saddle & Stirrups","10gp",,"Leatherworker","DD","0",,
"638","Saddle Bags, Large","4gp",,"Leatherworker","DD","0",,
"639","Saddle Bags, Small","3gp",,"Leatherworker","DD","0",,
"640","Saddle Blanket","3sp",,"Leatherworker","DD","0",,
"641","Leather Armor","5gp",,"Leatherworker","DD","0",,
"642","Padded Armor","4gp",,"Leatherworker","DD","0",,
"643","Studded Leather Armor","15gp",,"Leatherworker","DD","0",,
"644","Sling","5sp",,"Leatherworker","DD","0",,
"645","Sling, Bullets (12)","10sp",,"Leatherworker","DD","0",,
"646","Bread","6cp",,"Baker","DD","0",,
"647","Cheese","6sp",,"Baker","DD","0",,
"648","Eggs, Pickled (cask)","12sp",,"Baker","DD","0",,
"649","Fish, Dry, Salted (barrel)","40gp",,"Baker","DD","0",,
"650","Flour (10 lbs)","4sp",,"Baker","DD","0",,
"651","Rations","2gp",,"Baker","DD","0",,
"652","Berries, Bag","1cp",,"Baker","DD","0",,
"653","Apple","3cp",,"Baker","DD","0",,
"654","Nuts, Bag","2cp",,"Baker","DD","0",,
"655","Carrot","1cp",,"Baker","DD","0",,
"656","Onion","2cp",,"Baker","DD","0",,
"657","Fish","7sp",,"Baker","DD","0",,
"658","Beef","9sp",,"Baker","DD","0",,
"659","Pork","5sp",,"Baker","DD","0",,
"660","Lamb","1gp",,"Baker","DD","0",,
"661","Cider","4sp",,"Baker","DD","0",,
"662","Orange","5sp",,"Baker","DD","0",,
"663","Lemon","5sp",,"Baker","DD","0",,
"664","Apricot","4sp",,"Baker","DD","0",,
"665","Peach","4sp",,"Baker","DD","0",,
"666","Cherries (8)","1gp",,"Baker","DD","0",,
"667","Strawberries (5)","1gp",,"Baker","DD","0",,
"668","Pumpkin","4cp",,"Baker","DD","0",,
"669","Turnip","2cp",,"Baker","DD","0",,
"670","Lettuce","3cp",,"Baker","DD","0",,
"671","Cabbage","3cp",,"Baker","DD","0",,
"672","Bedroll","2sp",,"Provisioner","DD","0",,
"673","Beeswax","1sp",,"Provisioner","DD","0",,
"674","Bell, Hand","5gp",,"Provisioner","DD","0",,
"675","Bell, Small","1gp",,"Provisioner","DD","0",,
"676","Bellows","1gp",,"Provisioner","DD","0",,
"677","Blanket","8sp",,"Provisioner","DD","0",,
"678","Block & Tackle","5gp",,"Provisioner","DD","0",,
"679","Bowl, Clay","5cp",,"Provisioner","DD","0",,
"680","Bowl, Pewter","2sp",,"Provisioner","DD","0",,
"681","Bowl, Silver","2gp",,"Provisioner","DD","0",,
"682","Bowl, Wooden","3cp",,"Provisioner","DD","0",,
"683","Brazier","15gp",,"Provisioner","DD","0",,
"684","Caltrops","1gp",,"Provisioner","DD","0",,
"685","Candle","1sp",,"Provisioner","DD","0",,
"686","Canvas (1 sq yd)","1sp",,"Provisioner","DD","0",,
"687","Chain, Iron, Fine (1 ft)","2gp",,"Provisioner","DD","0",,
"688","Chain, Iron, Heavy (1 ft)","1gp",,"Provisioner","DD","0",,
"689","Chain, Iron, Light (1 ft)","15sp",,"Provisioner","DD","0",,
"690","Chain, Iron, Medium (1 ft)","18sp",,"Provisioner","DD","0",,
"691","Chalk","1cp",,"Provisioner","DD","0",,
"692","Charcoal (10 lbs)","2gp",,"Provisioner","DD","0",,
"693","Climbing Peg","1sp",,"Provisioner","DD","0",,
"694","Crowbar","2gp",,"Provisioner","DD","0",,
"695","Cup, Clay","4cp",,"Provisioner","DD","0",,
"696","Cup, Pewter","2sp",,"Provisioner","DD","0",,
"697","Cup, Silver","2gp",,"Provisioner","DD","0",,
"698","Cup, Wooden","2cp",,"Provisioner","DD","0",,
"699","Dice, Ivory","2ep",,"Provisioner","DD","0",,
"700","Dice, Ivory (loaded)","4gp",,"Provisioner","DD","0",,
"701","Dye, Hair","8sp",,"Provisioner","DD","0",,
"702","Firewood","1cp",,"Provisioner","DD","0",,
"703","Fish Hook","1sp",,"Provisioner","DD","0",,
"704","Fishing Net (25 sq ft)","1sp",,"Provisioner","DD","0",,
"705","Flint & Steel","1gp",,"Provisioner","DD","0",,
"706","Furnace","35gp",,"Provisioner","DD","0",,
"707","Goblet, Crystal","4gp",,"Provisioner","DD","0",,
"708","Goblet, Pewter","4sp",,"Provisioner","DD","0",,
"709","Goblet, Silver","2gp",,"Provisioner","DD","0",,
"710","Grappling Hook","1gp",,"Provisioner","DD","0",,
"711","Hacksaw","2gp",,"Provisioner","DD","0",,
"712","Hairbrush","7sp",,"Provisioner","DD","0",,
"713","Hammer & Chisel","5sp",,"Provisioner","DD","0",,
"714","Iron Spikes (dozen)","1gp",,"Provisioner","DD","0",,
"715","Jug, Clay","1ep",,"Provisioner","DD","0",,
"716","Kettle, Iron","8gp",,"Provisioner","DD","0",,
"717","Ladder, Folding (10 ft)","5sp",,"Provisioner","DD","0",,
"718","Lamp, Bronze","1sp",,"Provisioner","DD","0",,
"719","Lantern, Bullseye","12gp",,"Provisioner","DD","0",,
"720","Lantern, Hooded","7gp",,"Provisioner","DD","0",,
"721","Manacles","15gp",,"Provisioner","DD","0",,
"722","Metal File","2gp",,"Provisioner","DD","0",,
"723","Mirror (1 sq/ft)","15gp",,"Provisioner","DD","0",,
"724","Mirror, Small, Silver","45gp",,"Provisioner","DD","0",,
"725","Mirror, Small, Steel","20gp",,"Provisioner","DD","0",,
"726","Oil, Lamp (pint)","1sp",,"Provisioner","DD","0",,
"727","Padlock with Key","6gp",,"Provisioner","DD","0",,
"728","Paint (1 gallon)","2gp",,"Provisioner","DD","0",,
"729","Paint Brush, Large","5sp",,"Provisioner","DD","0",,
"730","Paint Brush, Small","1gp",,"Provisioner","DD","0",,
"731","Pick Axe","6gp",,"Provisioner","DD","0",,
"732","Pillow, Feather","2sp",,"Provisioner","DD","0",,
"733","Plate, Clay","3cp",,"Provisioner","DD","0",,
"734","Plate, Pewter","2sp",,"Provisioner","DD","0",,
"735","Plate, Silver","2gp",,"Provisioner","DD","0",,
"736","Plate, Wooden","2cp",,"Provisioner","DD","0",,
"737","Pliers","1gp",,"Provisioner","DD","0",,
"738","Pole (10 ft)","2sp",,"Provisioner","DD","0",,
"739","Pot, Iron","5sp",,"Provisioner","DD","0",,
"740","Razor","1gp",,"Provisioner","DD","0",,
"741","Rope, Hemp (50 ft)","1gp",,"Provisioner","DD","0",,
"742","Rope, Silk (50 ft)","10gp",,"Provisioner","DD","0",,
"743","Shovel","4gp",,"Provisioner","DD","0",,
"744","Skillet","1gp",,"Provisioner","DD","0",,
"745","Soap, Bar","2gp",,"Provisioner","DD","0",,
"746","Spyglass","1,000gp",,"Provisioner","DD","0",,
"747","Stool, Folding","2gp",,"Provisioner","DD","0",,
"748","Tent","10gp",,"Provisioner","DD","0",,
"749","Thief Tools","30gp",,"Provisioner","DD","0",,
"750","Tinderbox","1gp",,"Provisioner","DD","0",,
"751","Tongs","4sp",,"Provisioner","DD","0",,
"752","Torch","1cp",,"Provisioner","DD","0",,
"753","Twine (100 ft)","8cp",,"Provisioner","DD","0",,
"754","Waterskin (3 pint)","1gp",,"Provisioner","DD","0",,
"755","Whetstone","1gp",,"Provisioner","DD","0",,
"756","Whistle","1gp",,"Provisioner","DD","0",,
"757","Whistle, Signal","8sp",,"Provisioner","DD","0",,
"758","Book, Parchment (100 pg)","220gp",,"Library","DD","0",,
"759","Ink (2 oz)","1gp",,"Library","DD","0",,
"760","Parchment (1 sheet)","4gp",,"Library","DD","0",,
"761","Quill","2cp",,"Library","DD","0",,
"762","Vellum (1 sheet)","3sp",,"Library","DD","0",,
"763","Scrollcase, Bone","4gp",,"Library","DD","0",,
"764","Spell Book (blank)","25gp",,"Library","DD","0",,
"765","Water Clock","3gp",,"Library","DD","0",,
"766","Beads, Prayer","1gp",,"Church","DD","0",,
"767","Holy Symbol, Pewter","5gp",,"Church","DD","0",,
"768","Holy Symbol, Silver","25gp",,"Church","DD","0",,
"769","Holy Symbol, Wooden","6sp",,"Church","DD","0",,
"770","Holy Water, Bottle","25gp",,"Church","DD","0",,
"771","Bandora","15gp",,"Music","DD","0",,
"772","Chime","2gp",,"Music","DD","0",,
"773","Drum","4gp",,"Music","DD","0",,
"774","Fife","5gp",,"Music","DD","0",,
"775","Flute","16gp",,"Music","DD","0",,
"776","Gong","5gp",,"Music","DD","0",,
"777","Harp","50gp",,"Music","DD","0",,
"778","Horn","6gp",,"Music","DD","0",,
"779","Lute","25gp",,"Music","DD","0",,
"780","Lyre","27gp",,"Music","DD","0",,
"781","Mandolin","28gp",,"Music","DD","0",,
"782","Pipes","2gp",,"Music","DD","0",,
"783","Rebeck","30gp",,"Music","DD","0",,
"784","Recorder","6gp",,"Music","DD","0",,
"785","raise dead (+500gp per priest level)","1000","9","Priest","DD","1",,
"786","shift plane","4000","9","Priest","DD","1",,
"787","remove disease","1000","9","Priest","DD","1",,
"788","heal deadly wounds","600","9","Priest","DD","1",,
"789","atonement (per level of recipient)","500","9","Priest","DD","1",,
"790","tongues","500","7","Priest","DD","1",,
"791","neutralize poison","1000","7","Priest","DD","1",,
"792","divination","1000","7","Priest","DD","1",,
"793","heal dangerous wounds","350","7","Priest","DD","1",,
"794","remove blindness","1000","5","Priest","DD","1",,
"795","continuing light","500","5","Priest","DD","1",,
"796","commune (+500gp per question)","1000","3","Priest","DD","1",,
"797","augury","300","3","Priest","DD","1",,
"798","purify food & drink","100","1","Priest","DD","1",,
"799","magic detection","150","1","Priest","DD","1",,
"800","evil detection","100","1","Priest","DD","1",,
"801","heal minor wounds","100","1","Priest","DD","1",,
"802","heal (per point)","200","11","Priest","DD","1",,
"803","astral travel (per person)","5000","16","Priest","DD","1",,
"804","weather control","10000","16","Priest","DD","1",,
"805","earthquake","10000","16","Priest","DD","1",,
"806","gate","50000","16","Priest","DD","1",,
"807","regeneration","15000","16","Priest","DD","1",,
"808","restoration (+10,000gp per recipient level)","10000","16","Priest","DD","1",,
"809","exorcism (per level of priest)","1000","7","Priest","DD","1",,
"810","speak with dead (per level of priest)","100","5","Priest","DD","1",,
"811","lift curse (per level of priest)","500","5","Priest","DD","1",,
"812","prayer (per level of priest)","50","5","Priest","DD","1",,
"813","remove magic (per level of priest)","100","5","Priest","DD","1",,
"814","slow poison (per level of priest)","200","3","Priest","DD","1",,
"815","silence (per level of priest)","100","3","Priest","DD","1",,
"816","fire resistance (per level of priest)","100","3","Priest","DD","1",,
"817","cold resistance (per level of priest)","50","1","Priest","DD","1",,
"818","evil protection (per level of priest)","50","1","Priest","DD","1",,
"819","bless (per recipient) (per level of priest)","5","1","Priest","DD","1",,
"820","true sight (per level of priest)","400","9","Priest","DD","1",,
"821","find the way (per level of priest)","500","11","Priest","DD","1",,
"822","part water (per level of priest)","1000","11","Priest","DD","1",,
"823","Barge, Small","50gp",,"Carpenter","TT","2",,
"824","Boat, Long","150gp",,"Carpenter","TT","2",,
"825","Boat, River","4,000gp",,"Carpenter","TT","1",,
"826","Boat, Sailing","2,000gp",,"Carpenter","TT","2",,
"827","Galley, Large","25,000gp",,"Carpenter","TT","2",,
"828","Galley, Small","10,000gp",,"Carpenter","TT","2",,
"829","Ship, Merchant, Large","15,000gp",,"Carpenter","TT","2",,
"830","Ship, Merchant, Small","5,000gp",,"Carpenter","TT","2",,
"831","Ship, War","20,000gp",,"Carpenter","TT","2",,
"832","Wagon, Large","250gp",,"Carpenter","TT","1",,
"833","Alembic","4gp",,"Alchemist","TT","0",,
"834","Balance with Weights","10gp",,"Alchemist","TT","0",,
"835","Beaker","3gp",,"Alchemist","TT","0",,
"836","Belladonna (herb - cures lycanthropy)","4sp",,"Alchemist","TT","0",,
"837","Bottle, Glass","3sp",,"Alchemist","TT","0",,
"838","Cauldron","6gp",,"Alchemist","TT","0",,
"839","Crucible","7sp",,"Alchemist","TT","0",,
"840","Feverfew (oz)","5cp",,"Alchemist","TT","0",,
"841","Flask, Glass","3sp",,"Alchemist","TT","0",,
"842","Funnel","4sp",,"Alchemist","TT","0",,
"843","Garlic (herb - drives off vampires)","4cp",,"Alchemist","TT","0",,
"844","Glue (2 oz)","2gp",,"Alchemist","TT","0",,
"846","Hourglass","4gp",,"Alchemist","TT","0",,
"847","Incense, Stick","1gp",,"Alchemist","TT","0",,
"848","Jar, Glass","5sp",,"Alchemist","TT","0",,
"849","Lens, Magnifying","5gp",,"Alchemist","TT","0",,
"850","Mortar & Pestle","2gp",,"Alchemist","TT","0",,
"851","Perfume (1 oz)","1gp",,"Alchemist","TT","0",,
"852","Pipe Tobacco","1gp",,"Alchemist","TT","0",,
"853","Pipe, Corncob","1cp",,"Alchemist","TT","0",,
"856","Spiderwort (herb - treat poison stings or bites)","2sp",,"Alchemist","TT","0",,
"857","Tube, Glass","3sp",,"Alchemist","TT","0",,
"858","Tweezers","5sp",,"Alchemist","TT","0",,
"859","Vial, Ceramic","1gp",,"Alchemist","TT","0",,
"860","Vial, Crystal","4gp",,"Alchemist","TT","0",,
"861","Vial, Metal","3gp",,"Alchemist","TT","0",,
"862","Wolfsbane (herb - drives off werewolves)","8sp",,"Alchemist","TT","0",,
"863","Yarrow (herb - can stop bleeding)","4cp",,"Alchemist","TT","0",,
"864","Apple","3cp",,"Baker","TT","0",,
"865","Apricot","4sp",,"Baker","TT","0",,
"866","Beef","9sp",,"Baker","TT","0",,
"867","Berries, Bag","1cp",,"Baker","TT","0",,
"868","Bread","6cp",,"Baker","TT","0",,
"869","Cabbage","3cp",,"Baker","TT","0",,
"870","Carrot","1cp",,"Baker","TT","0",,
"871","Cheese","6sp",,"Baker","TT","0",,
"872","Cherries (8)","1gp",,"Baker","TT","0",,
"873","Cider","4sp",,"Baker","TT","0",,
"874","Eggs, Pickled (cask)","12sp",,"Baker","TT","0",,
"875","Fish","7sp",,"Baker","TT","0",,
"876","Fish, Dry, Salted (barrel)","40gp",,"Baker","TT","0",,
"877","Flour (10 lbs)","4sp",,"Baker","TT","0",,
"878","Lamb","1gp",,"Baker","TT","0",,
"879","Lemon","5sp",,"Baker","TT","0",,
"880","Lettuce","3cp",,"Baker","TT","0",,
"881","Nuts, Bag","2cp",,"Baker","TT","0",,
"882","Onion","2cp",,"Baker","TT","0",,
"883","Orange","5sp",,"Baker","TT","0",,
"884","Peach","4sp",,"Baker","TT","0",,
"885","Pork","5sp",,"Baker","TT","0",,
"886","Pumpkin","4cp",,"Baker","TT","0",,
"887","Rations","2gp",,"Baker","TT","0",,
"888","Strawberries (5)","1gp",,"Baker","TT","0",,
"889","Turnip","2cp",,"Baker","TT","0",,
"890","Bracers","10gp","Complex","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"891","Bracers","10gp","Simple","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"892","Elbow gauntlets","40gp","Complex","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"893","Gauntlets","20gp","Complex","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"894","Gauntlets","20gp","Simple","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"895","Mitten gauntlets","30gp","Complex","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"896","Vambraces","10gp","Complex","Blacksmith","TT","0","Armor-Arms","Hits:2/Str:2"
"897","Banded mail","320gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:13/Str:13"
"898","Banded Mail Armor","320gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:13/Str:13"
"899","Chain Mail Armor","250gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:12/Str:12"
"900","Cuirboille","170gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:7/Str:8"
"901","Heavy plate","1,300gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:20/Str:19"
"902","Heavy Plate Mail Armor","1,300gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:20/Str:19"
"903","Lamellar","200gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:9/Str:13"
"904","Mail","250gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:12/Str:12"
"905","Plate","460gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:18/Str:16"
"906","Plate Mail Armor","460gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:18/Str:16"
"907","Ring Mail Armor","210gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:8/Str:10"
"908","Ring-joined plate","435gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:13/Str:14"
"909","Scale mail","210gp","Complex","Blacksmith","TT","0","Armor-Full Suit","Hits:8/Str:10"
"910","Scale Mail Armor","200gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:9/Str:13"
"911","Splint Mail Armor","435gp","Simple","Blacksmith","TT","0","Armor-Full Suit","Hits:13/Str:14"
"912","Cap, steel","10gp","Complex","Blacksmith","TT","0","Armor-Head","Hits:1/Str:2"
"913","Coif","10gp","Complex","Blacksmith","TT","0","Armor-Head","Hits:2/Str:2"
"914","Coif","10gp","Simple","Blacksmith","TT","0","Armor-Head","Hits:2/Str:2"
"915","Dwarven mask","10gp","Complex","Blacksmith","TT","0","Armor-Head","Hits:1/Str:2"
"916","Full helm","20gp","Complex","Blacksmith","TT","0","Armor-Head","Hits:3/Str:2"
"917","Full Helm","20gp","Simple","Blacksmith","TT","0","Armor-Head","Hits:3/Str:2"
"918","Helm","15gp","Simple","Blacksmith","TT","0","Armor-Head","Hits:2/Str:2"
"919","Open-face helm","15gp","Complex","Blacksmith","TT","0","Armor-Head","Hits:2/Str:2"
"920","Chausses","130gp","Complex","Blacksmith","TT","0","Armor-Legs","Hits:4/Str:3"
"921","Cuisses","30gp","Complex","Blacksmith","TT","0","Armor-Legs","Hits:2/Str:2"
"922","Greaves","20gp","Complex","Blacksmith","TT","0","Armor-Legs","Hits:2/Str:2"
"923","Metal Leggings","130gp","Simple","Blacksmith","TT","0","Armor-Legs","Hits:4/Str:3"
"924","Sollerets","10gp","Complex","Blacksmith","TT","0","Armor-Legs","Hits:2/Str:2"
"925","Buckler","20gp","Simple","Blacksmith","TT","0","Armor-Shield","Hits:2/Str:2"
"926","Buckler","10gp","Complex","Blacksmith","TT","0","Armor-Shield","Hits:3/Str:2"
"927","Dwarven Shield","90gp","Simple","Blacksmith","TT","0","Armor-Shield","Hits:4/Str:10"
"928","Dwarven spike shield (2d6 in combat)","90gp","Complex","Blacksmith","TT","0","Armor-Shield","Hits:4/Str:10"
"929","Great Shield","130gp","Simple","Blacksmith","TT","0","Armor-Shield","Hits:7/Str:14"
"930","Heater","65gp","Complex","Blacksmith","TT","0","Armor-Shield","Hits:5/Str:10"
